Created Date,Record Number,Record Type,Status,Address,Property/Project Name,Description,Expiration Date,Column 1,Column 2
06/05/2025,003059-25PA,Building & Land Use Pre-Application,Completed,6000    16TH  AVE  SW,Greenhouse,Construction of new 800 sf greenhouse,,,
06/05/2025,003053-25PA,Building & Land Use Pre-Application,Completed,8637    ISLAND  DR  S  SEATTLE,,Construct 3 new Single Family Residences. Existing SFR to be demolished. Future Unit Lot Subdivsion.,,,
06/05/2025,003068-25PA,Building & Land Use Pre-Application,Completed,6217    45TH  AVE  NE  SEATTLE,,"DEMOLISH EXISTING BUILDING, CONSTRUCT TWO NEW DUPLEXES, WITH PARKING PER PLAN.",,,
06/05/2025,003057-25PA,Building & Land Use Pre-Application,Completed,4051    42ND  AVE  SW  SEATTLE,,"DEMOLISH EXISTING BUILDING, CONSTRUCT TWO NEW DUPLEXES, WITH PARKING PER PLAN.",,,
06/05/2025,003079-25PA,Building & Land Use Pre-Application,Completed,8818    30th  AVE  NW,Retroactive Grading Permit,"Retroactive grading permit for changes in topography due to landslide, fallen trees and the replanting of slide area with native plants and composted soil amendment for erosion control per previously approved standard mitigation template. Requesting retroactive grading permit for grade difference of approximately 2' between 2015 Tyee survey and 2024 Core Design survey. Replanting is consistent with original structures and vegetation.  There is ongoing, unpermitted discharge of stormwater along the property line from the uphill adjacent property.",,,
06/05/2025,003050-25PA,Building & Land Use Pre-Application,Completed,4807    UNIVERSITY VIEW  PL  NE  SEATTLE,,Construct 3 new Single Family Residences. Existing SFR to be demolished. Future Unit Lot Subdivision.,,,
06/05/2025,003061-25PA,Building & Land Use Pre-Application,Completed,3626   NE  115TH  ST   SEATTLE,,"CONSTUCT (4) NEW UNIT TOTAL PER PLAN, 1:1 PARKING PROVIDED. EXISTING SFR TO BE DEMOLISHED.",,,
06/05/2025,003083-25PA,Building & Land Use Pre-Application,Completed,1008   S  SULLIVAN  ST   SEATTLE,Complete Basement,Convert the Basement into a livable space.,,,
06/05/2025,003072-25PA,Building & Land Use Pre-Application,Completed,7200    54TH  AVE  S  SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT A NEW SFR, AND TWO NEW DADU, WITH PARKINGPER PLAN",,,
06/05/2025,003054-25PA,Building & Land Use Pre-Application,Completed,1022   NE  68TH  ST   SEATTLE,,"PROJECT DESCRIPTION: BUILD 19 NEW TOWNHOUSE RESIDENCES WITH ONSITE PARKING, PER PLAN. PRE-EXISTING STRUCTURES HAVE ALREADY BEEN REMOVED.",,,
06/05/2025,003071-25PA,Building & Land Use Pre-Application,Completed,11223    DAYTON  AVE  N  SEATTLE,,"CONSTUCT (4) NEW UNIT PERPLAN, 4 PARKING PROVIDED. EXISTING SFR TO DEMOLISHED.",,,
06/05/2025,003052-25PA,Building & Land Use Pre-Application,Completed,7434    CALIFORNIA  AVE  SW  SEATTLE,,Construct 3 new single family residences. Existing SFR to be demolished. Future Unit Lot Subdivision.,,,
06/05/2025,003066-25PA,Building & Land Use Pre-Application,Completed,11538    16TH  AVE  NE  SEATTLE,,Construct new SFR and two DADUs. Existing SFR to remain. Remove existing carport.,,,
06/05/2025,003075-25PA,Building & Land Use Pre-Application,Completed,5412    46TH  AVE  SW  SEATTLE,46TH DEVELOPMENT,"demolition of existing single family home, construction of 3 new dwelling units",,,
06/05/2025,003055-25PA,Building & Land Use Pre-Application,Completed,3800    EAST STEVENS  WAY  NE  SEATTLE,,"Scope includes replacing the existing CT Procedure equipment. Including minimal demolition of the CT room (Room SS262) and the control room (Room SS262B) to accommodate the new equipment and systems upgrades. Project scope to include new flooring, lighting, ceilings, finishes and MEP modifications to support the new equipment and to bring up the existing CT room to a class 2 space.",,,
06/05/2025,003051-25PA,Building & Land Use Pre-Application,Completed,7705    SEWARD PARK  AVE  S  SEATTLE,,Construct 4 new single family residences. Existing SFR to be demolished. Future Unit Lot Subdivision,,,
06/05/2025,003078-25PA,Building & Land Use Pre-Application,Completed,5565    23RD  AVE  S  SEATTLE,,Construct new duplex townhouse. Existing SFR to remain. Future Unit Lot Subdivision,,,
06/05/2025,003049-25PA,Building & Land Use Pre-Application,Completed,1020   S  SNOQUALMIE  ST   SEATTLE,,REVISED DESCRIPTION:  DEMOLISH EXISTING GARAGE AND proposing two new single family dwelling units.,,,
06/05/2025,003048-25PA,Building & Land Use Pre-Application,Completed,4626    25TH  AVE  NE  SEATTLE,VISUAL COMFORT & CO,*Plan review required* INTERIOR ALTERATION TO AN EXISTING RETAIL LEASE SPACE FOR A LIGHTING STORE,,,
06/04/2025,003024-25PA,Building & Land Use Pre-Application,Completed,4513    34TH  AVE  S  SEATTLE,,4-Unit ULS,,,
06/04/2025,003045-25PA,Building & Land Use Pre-Application,Completed,252   NE  43RD  ST   SEATTLE,Greenhouse Proposal NW corner,"The proposed project is one greenhouse made from cedar 4x4, 2x4, and 2x2 boards with double walled polycarbonate panels. The structure is planned to be 6'8"" wide on the north wall, 4'8"" on the East wall, 6'8"" on the South wall and 6'8"" on the west wall. It is planned to be about 9' high. Its location is being proposed on the NW corner of the lot about 8'7"" from the sidewalk and 5'6"" from the north property line. This section of the yard is raised roughly 4.5' - 6' from the level of the sidewalk with a rockery plants and trees between the proposed greenhouse and the sidewalk and North Neighbors' driveway.",,,
06/04/2025,003030-25PA,Building & Land Use Pre-Application,Completed,151   S  ROYAL BROUGHAM  WAY   SEATTLE,Hozier / Lumineers 8/14-8/16,"Erect temporary stage, cover and scaffolding within T-Mobile Park outfield for the Hozier and Lumineers shared stage Concert 8/14 and 8/16. All stage components are provided by stage company and assembled by professional crew. Owner responsible for structural integrity of temporary structures.",,,
06/04/2025,003031-25PA,Building & Land Use Pre-Application,Completed,1209   NE  56TH  ST   SEATTLE,,Construct new DADU. Existing SFR to remain.,,,
06/04/2025,003029-25PA,Building & Land Use Pre-Application,Completed,151   S  ROYAL BROUGHAM  WAY   SEATTLE,MCR Concert Stage 7/11,"Erect temporary stage, cover and scaffolding within T-Mobile Park outfield for the My Chemical Romance Concert 7/11. All stage components are provided by stage company and assembled by professional crew. Owner responsible for structural integrity of temporary structures.",,,
06/04/2025,003019-25PA,Building & Land Use Pre-Application,Completed,932   NW  MARKET  ST   SEATTLE,Scot Carr,"Construct shoring wall on proposed property, PASV and reviews under permit record 6810676-CN.",,,
06/04/2025,003022-25PA,Building & Land Use Pre-Application,Completed,10405    8TH  AVE  NE  SEATTLE,NEW SFR 10405 8TH AVE NE,ADD GARAGE TO EXISTING SFR. CONSTRUCT NEW SFR. REMOVE EXISTING SHEDS.,,,
06/04/2025,003039-25PA,Building & Land Use Pre-Application,Completed,6025    ROOSEVELT  WAY  NE  SEATTLE,,I would like to split my mixed use townhouse into a commercial unit and residential unit. I need distinct unit addresses to satisfy other legal requirements.,,,
06/04/2025,003023-25PA,Building & Land Use Pre-Application,Completed,725   N  92ND  ST   SEATTLE,,"DEMOLISH EXISTING BUILDING, CONSTRUCT TWO NEW SFR, AND NEW DUPLEX, WITH PARKING PER PLAN.",,,
06/04/2025,003028-25PA,Building & Land Use Pre-Application,Completed,151   S  ROYAL BROUGHAM  WAY   SEATTLE,Post Malone / Jelly Roll,"Erect temporary stage, cover and scaffolding within T-Mobile Park outfield for the Post Malone Jelly Roll 6/26 Concert. All stage components are provided by stage company and assembled by professional crew. Owner responsible for structural integrity of temporary structures.",,,
06/04/2025,003041-25PA,Building & Land Use Pre-Application,Completed,5655    31ST  AVE  SW  SEATTLE,,Construct new single family residence. Existing SFR/AADU/AADU to remain.,,,
06/04/2025,003021-25PA,Building & Land Use Pre-Application,Additional Info Requested,700    5TH  AVE   SEATTLE,SMT Elevator Rehab,The Seattle Municipal Tower's Hydraulic Pump Room on Floor 63 involves updating the existing permit (which enclosed this room within a 2-hour rated room) has expired and the site inspector has determined that the room does not need to be enclosed and there are no minimum rating requirements.,,,
06/04/2025,003046-25PA,Building & Land Use Pre-Application,Completed,3254   NW  MARKET  ST   SEATTLE,,"CONSTUCT (4) NEW UNIT PER PLAN, 4 PARKING PROVIDED. EXISTING SFR TO REMAIN.",,,
06/04/2025,003020-25PA,Building & Land Use Pre-Application,Completed,326   N  125th  ST,326 N 126th St NEW SFR and DADU,"Add garage to existing SFR, Construct new SFR and new DADU. Demolish existing detached garage and shed.",,,
06/04/2025,003034-25PA,Building & Land Use Pre-Application,Additional Info Requested,920    5TH  AVE   SEATTLE,BOSTON PROPERTIES,"***PLAN REVIEW REQUIRED*** Referencing our previous project #7065928-BK prior which has been approved in January. Our client made some updates and consulted another design architect for added design elements. Design changes in the suite with minor changes, which includes the ceiling material change w/ the suspended slat wood system that made the amount of change.",,,
06/03/2025,003002-25PA,Building & Land Use Pre-Application,Completed,400    4TH  AVE  W  SEATTLE,,Remove existing parking lot.  Construct 28 townhomes with enclosed and surface parking accessed via auto court off existing alley,,,
06/03/2025,002986-25PA,Building & Land Use Pre-Application,Withdrawn,3626   NE  115TH  ST   SEATTLE,,"CONSTUCT (6) NEW UNIT TOTAL PER PLAN, 1:1 PARKING PROVIDED. EXISTING SFR TO BE DEMOLISHED.",,,
06/03/2025,003004-25PA,Building & Land Use Pre-Application,Reviews Completed,9705    35TH  AVE  SW  SEATTLE,,"CONSTUCT (6) NEW UNIT TOTALPER PLAN, 1:1 PARKING PROVIDED. EXISTING SFR TO BE DEMOLISHED.",,,
06/03/2025,003003-25PA,Building & Land Use Pre-Application,Completed,8625    23RD  AVE  NE  SEATTLE,Wedgewood Rowhouses,Demolish triplex apartment building and construct 5 rowhouses with partially underground surface parking.,,,
06/03/2025,002995-25PA,Building & Land Use Pre-Application,Completed,10    MERCER  ST   SEATTLE,Stream Mercer Hotel,Construct an 8-story Hotel Use building with below grade parking. Building will be Type III over Type I construction.,,,
06/03/2025,003014-25PA,Building & Land Use Pre-Application,Completed,11740    aurora  AVE  N,sunshine land use permit,I'm applying for a land use permit for my business located at 11740 aurora ave n. my partner and I have been running our hookah lounge without knowing that our business didn't have the proper land use permit. when we purchased the business we were told all the license were included. But we found out we didn't have the proper land use permit and that is the reason for applying for this land use permit.,,,
06/03/2025,003010-25PA,Building & Land Use Pre-Application,In Process,2015   NE  113TH  ST   SEATTLE,,"CONSTUCT (5) NEW UNITTOTAL(4 PRIMARY&1ADU) PER PLAN, 4 PARKING PROVIDED. EXISTINGSFR TO BE DEMOLISHED.",,,
06/03/2025,002994-25PA,Building & Land Use Pre-Application,Completed,5230   S  PEARL  ST   SEATTLE,Smith Foundation Repair,Underpinning existing foundation,,,
06/03/2025,003007-25PA,Building & Land Use Pre-Application,Completed,3424    49TH  AVE  SW  SEATTLE,,DEMOLISH EXISTING SINGLE-FAMILY RESIDENCE AND CONSTRUCT FOUR (4) SINGLE-FAMILY UNITS WITH (4) GARAGES.,,,
06/03/2025,003001-25PA,Building & Land Use Pre-Application,Completed,6310    ELLIS  AVE  S  SEATTLE,6310 ELLIS LLC DADU,CONSTRUCT DADU,,,
06/03/2025,003009-25PA,Building & Land Use Pre-Application,Completed,3033   NE  96TH  ST   SEATTLE,Chung Brzustowics DADU,Proposed 994 SF single story DADU project including partial demolition (266 SF) of existing house,,,
06/03/2025,002987-25PA,Building & Land Use Pre-Application,Completed,654   NW  53RD  ST   SEATTLE,654 NW 53rd St - Construction,"Construct substantial alterations for single-family residence, subject to field inspection [STFI].",,,
06/03/2025,002984-25PA,Building & Land Use Pre-Application,Completed,13701    AURORA  AVE  N  SEATTLE,Verizon Wireless - North Seattle MSC Uplift,"Mechanical, electrical and DC power upgrades to an existing telephone switching facility. a short synopsis would be:  Replacement of existing chain link fencing with new masonry security wall with decorative metal gates, demolition of an accessory, detached, storage building and replacement of an existing above ground fuel storage tank.",,,
06/03/2025,003012-25PA,Building & Land Use Pre-Application,Completed,10336    STONE  AVE  N  SEATTLE,Ryan Peterson,"Demolish existing shed and construct new detached garage, accessory to the existing single-family residence, subject to field inspection (STFI).",,,
06/02/2025,002959-25PA,Building & Land Use Pre-Application,Completed,11213    ARROYO BEACH  PL  SW  SEATTLE,11213 Arroyo Beach PL SW,Voluntary repair to the existing foundation. Not expanding foundation. No mechanical changes.,,,
06/02/2025,002952-25PA,Building & Land Use Pre-Application,Additional Info Requested,4935    44TH  AVE  S  SEATTLE,Rey Karlsson,"Modifying two load-bearing walls in the upstairs east bedroom to install a series of doors, enhancing accessibility to the closet and storage areas.",,,
06/02/2025,002976-25PA,Building & Land Use Pre-Application,Completed,201    16TH  AVE  E  SEATTLE,CHS Lab Equipment Replacement,Replacement of existing lab hematology and chem-immuno analyzers with new analyzers,,,
06/02/2025,002957-25PA,Building & Land Use Pre-Application,Completed,8117    17th  AVE  SW,17th Ave SW DADU,construction of pre-approved DADU,,,
06/02/2025,002962-25PA,Building & Land Use Pre-Application,Completed,2250    BONAIR  PL  SW,Playa Vista Apts - detached garage tear down,"Tear down old detached 2 car upper and lower level garage and remove all debris and take to landfillgarage is old cinder block, wood and stucco construction primarily used as storage...not parking",,,
06/02/2025,002956-25PA,Building & Land Use Pre-Application,Completed,11310    LAKE CITY  WAY  NE  SEATTLE,,"Removal of USTs, grading required",,,
06/02/2025,002982-25PA,Building & Land Use Pre-Application,Completed,6751    12TH  AVE  SW  SEATTLE,,CONSTRUCTION OF (1) NEW SINGLE FAMILY STRUCTURE WITH ATTACHED ACCESSORY DWELLING UNIT AND (1) NEW SINGLE FAMILY STRUCTURE. EXISTING SINGLE FAMILY HOUSE TO REMAIN. (2) PARKING SPACES TO BE PROVIDED.,,,
